Episode,Result,Duration,A_Attack,A_Block,A_Dodge,A_Hit,A_Blocked,B_Attack,B_Block,B_Dodge,B_Hit,B_Blocked
1,AgentA wins,17.67,0,0,0,0,0,0,0,0,0,0
2,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
3,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
4,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
5,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
6,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
7,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
8,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
9,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
10,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
1,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
2,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
3,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
4,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
5,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
6,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
7,AgentA wins,17.00,0,0,0,0,0,0,0,0,0,0
8,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
9,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
10,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
1,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
2,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
3,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
4,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
5,AgentA wins,17.00,0,0,0,0,0,0,0,0,0,0
6,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
7,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
8,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
9,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
10,AgentA wins,18.00,0,0,0,0,0,0,0,0,0,0
1,AgentA wins,14.67,0,0,0,0,0,0,0,0,0,0
2,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
3,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
4,AgentA wins,18.00,0,0,0,0,0,0,0,0,0,0
5,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
6,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
7,AgentA wins,22.33,0,0,0,0,0,0,0,0,0,0
8,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
9,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
10,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
1,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
2,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
3,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
4,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
5,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
6,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
7,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
8,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
9,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
10,AgentA wins,17.00,0,0,0,0,0,0,0,0,0,0
1,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
2,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
3,AgentA wins,20.00,0,0,0,0,0,0,0,0,0,0
4,AgentA wins,15.00,0,0,0,0,0,0,0,0,0,0
5,AgentA wins,18.00,0,0,0,0,0,0,0,0,0,0
6,AgentA wins,19.67,0,0,0,0,0,0,0,0,0,0
